#cumulative sum: 1558.42
1100.0 		0.001593215
1099.8 		0.001600244
1099.6 		0.001514616
1099.4 		0.001536057
1099.2 		0.001499368
1099.0 		0.001536758
1098.8 		0.001505631
1098.6 		0.001451946
1098.4 		0.001471569
1098.2 		0.00139006
1098.0 		0.001506582
1097.8 		0.001464728
1097.6 		0.001397669
1097.4 		0.001458028
1097.2 		0.001423748
1097.0 		0.001486253
1096.8 		0.001431656
1096.6 		0.001365361
1096.4 		0.00130768
1096.2 		0.001385209
1096.0 		0.001347026
1095.8 		0.001336214
1095.6 		0.001351627
1095.4 		0.001418726
1095.2 		0.001353681
1095.0 		0.001317225
1094.8 		0.001354313
1094.6 		0.001319495
1094.4 		0.001343331
1094.2 		0.001269391
1094.0 		0.001259993
1093.8 		0.001205634
1093.6 		0.001250294
1093.4 		0.001237007
1093.2 		0.001247108
1093.0 		0.001241336
1092.8 		0.001246706
1092.6 		0.001222732
1092.4 		0.001122408
1092.2 		0.001229827
1092.0 		0.00119755
1091.8 		0.001235345
1091.6 		0.00120877
1091.4 		0.001153898
1091.2 		0.001166009
1091.0 		0.001150053
1090.8 		0.001108162
1090.6 		0.001092417
1090.4 		0.001114729
1090.2 		0.001108115
1090.0 		0.001176839
1089.8 		0.001167759
1089.6 		0.001202225
1089.4 		0.001115775
1089.2 		0.001074228
1089.0 		0.001071896
1088.8 		0.001074831
1088.6 		0.001095237
1088.4 		0.001131197
1088.2 		0.001098574
1088.0 		0.001094356
1087.8 		0.00103106
1087.6 		0.001057702
1087.4 		0.001025818
1087.2 		0.00106631
1087.0 		0.000970397
1086.8 		0.001010419
1086.6 		0.000982038
1086.4 		0.000941094
1086.2 		0.001078951
1086.0 		0.001046108
1085.8 		0.00106551
1085.6 		0.000915794
1085.4 		0.000920806
1085.2 		0.00094262
1085.0 		0.00097586
1084.8 		0.000930161
1084.6 		0.001067334
1084.4 		0.000980547
1084.2 		0.000910658
1084.0 		0.000934475
1083.8 		0.000929811
1083.6 		0.000932066
1083.4 		0.000921166
1083.2 		0.000901215
1083.0 		0.000929807
1082.8 		0.000867849
1082.6 		0.000824669
1082.4 		0.001010632
1082.2 		0.000857064
1082.0 		0.00091279
1081.8 		0.00085327
1081.6 		0.000810165
1081.4 		0.000820239
1081.2 		0.000907229
1081.0 		0.000920035
1080.8 		0.000857332
1080.6 		0.000895139
1080.4 		0.000855115
1080.2 		0.000792742
1080.0 		0.000864215
1079.8 		0.00075229
1079.6 		0.000807415
1079.4 		0.000880833
1079.2 		0.000957366
1079.0 		0.000836769
1078.8 		0.000805625
1078.6 		0.000783348
1078.4 		0.000809685
1078.2 		0.000790578
1078.0 		0.000785012
1077.8 		0.00081802
1077.6 		0.000804888
1077.4 		0.000846589
1077.2 		0.000737828
1077.0 		0.000757722
1076.8 		0.000847623
1076.6 		0.000785931
1076.4 		0.000701815
1076.2 		0.000712938
1076.0 		0.000683547
1075.8 		0.000779248
1075.6 		0.000788431
1075.4 		0.000800451
1075.2 		0.000697042
1075.0 		0.000745248
1074.8 		0.000617884
1074.6 		0.000658936
1074.4 		0.000749303
1074.2 		0.000758039
1074.0 		0.000787889
1073.8 		0.000737344
1073.6 		0.000644985
1073.4 		0.00062941
1073.2 		0.000702821
1073.0 		0.000610206
1072.8 		0.00065227
1072.6 		0.000703686
1072.4 		0.000608383
1072.2 		0.000714805
1072.0 		0.000680999
1071.8 		0.000716728
1071.6 		0.000660637
1071.4 		0.000691463
1071.2 		0.000667907
1071.0 		0.000594239
1070.8 		0.000696453
1070.6 		0.000641734
1070.4 		0.000572751
1070.2 		0.00056012
1070.0 		0.000577243
1069.8 		0.000612916
1069.6 		0.000573931
1069.4 		0.000588582
1069.2 		0.000617383
1069.0 		0.000555031
1068.8 		0.000590608
1068.6 		0.000596393
1068.4 		0.000587516
1068.2 		0.000692191
1068.0 		0.000663222
1067.8 		0.000557836
1067.6 		0.000539549
1067.4 		0.000532485
1067.2 		0.000563389
1067.0 		0.000571622
1066.8 		0.000550504
1066.6 		0.000598787
1066.4 		0.000535754
1066.2 		0.000523565
1066.0 		0.000592743
1065.8 		0.000588855
1065.6 		0.000576028
1065.4 		0.000538805
1065.2 		0.000577398
1065.0 		0.000438668
1064.8 		0.000531544
1064.6 		0.000481744
1064.4 		0.000424002
1064.2 		0.000559588
1064.0 		0.000604388
1063.8 		0.000591681
1063.6 		0.000528953
1063.4 		0.000533146
1063.2 		0.000589349
1063.0 		0.000515522
1062.8 		0.000541903
1062.6 		0.000520743
1062.4 		0.000449973
1062.2 		0.000511364
1062.0 		0.000539834
1061.8 		0.000477164
1061.6 		0.000566651
1061.4 		0.000456015
1061.2 		0.000476252
1061.0 		0.000489621
1060.8 		0.000462013
1060.6 		0.000435648
1060.4 		0.000497944
1060.2 		0.000442089
1060.0 		0.000480265
1059.8 		0.000521351
1059.6 		0.000446537
1059.4 		0.000442465
1059.2 		0.000473256
1059.0 		0.000467053
1058.8 		0.000441983
1058.6 		0.000458986
1058.4 		0.000491485
1058.2 		0.000461909
1058.0 		0.000403062
1057.8 		0.000420567
1057.6 		0.000414954
1057.4 		0.000393718
1057.2 		0.00042575
1057.0 		0.000419419
1056.8 		0.000384337
1056.6 		0.000427768
1056.4 		0.000385377
1056.2 		0.000524163
1056.0 		0.0004059
1055.8 		0.00043457
1055.6 		0.00033524
1055.4 		0.00033661
1055.2 		0.000368023
1055.0 		0.000480381
1054.8 		0.000496232
1054.6 		0.000383156
1054.4 		0.000358254
1054.2 		0.000420824
1054.0 		0.000321624
1053.8 		0.000424936
1053.6 		0.000418317
1053.4 		0.000464015
1053.2 		0.000383286
1053.0 		0.00041722
1052.8 		0.000350468
